reaction,direction,ReactionType,coenzyme,reaction_def
R00129_v1,reverse,KEGG (Modified),Mg,C00008 + C00009 + C00004 + Z00029 => C00002 + C04856 + Z00029
R00130,forward,KEGG,,C00002 + C00882 => C00008 + C00010
R00130,reverse,KEGG,,C00008 + C00010 => C00002 + C00882
R00131_v1,forward,KEGG (Modified),Ni,C00086 + C00001 + Z00034 => 2C00014 + C00011 + Z00034
R00132_v1,reverse,KEGG (Modified),Co,C00011 + C00001 + Z00006 => C01353 + Z00006
R00132_v2,reverse,KEGG (Modified),Zn,C00011 + C00001 + Z00054 => C01353 + Z00054
R00134_v1,forward,KEGG (Modified),"Fe, Se, Tungstopterin",C00058 + C00006 + Z00042 + Z00015 + Z00059 => C00011 + C00005 + C00080 + Z00042 + Z00015 + Z00059
R00134_v1,reverse,KEGG (Modified),"Fe, Se, Tungstopterin",C00011 + C00005 + C00080 + Z00042 + Z00015 + Z00059 => C00058 + C00006 + Z00042 + Z00015 + Z00059
R00135_v1,reverse,KEGG (Modified),Mn,C00148 + C00012 + Z00030 => C00012 + C00001 + Z00030
R00137_v1,forward,KEGG (Modified),"Mg, Ni",C00002 + C00455 + Z00029 + C00002 + C00455 + Z00034 => C00013 + C00003 + Z00029 + C00013 + C00003 + Z00034
R00137_v1,reverse,KEGG (Modified),"Mg, Ni",C00013 + C00003 + Z00029 + C00013 + C00003 + Z00034 => C00002 + C00455 + Z00029 + C00002 + C00455 + Z00034
R00137_v2,forward,KEGG (Modified),Co,C00002 + C00455 + Z00006 => C00013 + C00003 + Z00006
R00137_v2,reverse,KEGG (Modified),Co,C00013 + C00003 + Z00006 => C00002 + C00455 + Z00006
R00137_v3,forward,KEGG (Modified),Mg,C00002 + C00455 + Z00029 => C00013 + C00003 + Z00029
R00137_v3,reverse,KEGG (Modified),Mg,C00013 + C00003 + Z00029 => C00002 + C00455 + Z00029
R00137_v4,forward,KEGG (Modified),M2,C00002 + C00455 + Z00069 => C00013 + C00003 + Z00069
R00137_v4,reverse,KEGG (Modified),M2,C00013 + C00003 + Z00069 => C00002 + C00455 + Z00069
R00138,forward,KEGG,,C00536 + C00001 => C00013 + C00009
R00139_v1,forward,KEGG (Modified),Mg,C11038 + C00002 + Z00029 => C11039 + C00008 + Z00029
R00139_v1,reverse,KEGG (Modified),Mg,C11039 + C00008 + Z00029 => C11038 + C00002 + Z00029
R00140,forward,KEGG,,C11038 + C00008 => C03997 + C00002
R00140,reverse,KEGG,,C03997 + C00002 => C11038 + C00008
R00141,forward,KEGG,,C00002 + C00014 => C00008 + C02306
R00141,reverse,KEGG,,C00008 + C02306 => C00002 + C00014
R00143_v1,forward,KEGG (Modified),"FAD, Flavoprotein, Generic FeS",C00014 + C00003 + C00001 + Z00063 + Z00019 + Z00013 => C00192 + C00004 + C00080 + Z00063 + Z00019 + Z00013
R00145_v1,reverse,KEGG (Modified),"Mg, PLP, Ca",C00161 + C00014 + C00004 + C00080 + Z00029 + C00161 + C00014 + C00004 + C00080 + Z00035 + C00161 + C00014 + C00004 + C00080 + Z00055 => C05167 + C00001 + C00003 + Z00029 + C05167 + C00001 + C00003 + Z00035 + C05167 + C00001 + C00003 + Z00055
R00146_v1,reverse,KEGG (Modified),"Mg, PLP, Ca",C00161 + C00014 + C00005 + C00080 + Z00029 + C00161 + C00014 + C00005 + C00080 + Z00035 + C00161 + C00014 + C00005 + C00080 + Z00055 => C05167 + C00001 + C00006 + Z00029 + C05167 + C00001 + C00006 + Z00035 + C05167 + C00001 + C00006 + Z00055
R00148_v1,forward,KEGG (Modified),"Fe, Generic quinone, Cu",C00014 + C00007 + C00390 + Z00070 + Z00015 + Z00022 => C00192 + C00001 + C00399 + Z00070 + Z00015 + Z00022
R00149_v1,forward,KEGG (Modified),Mn,2C00002 + C00014 + C00011 + C00001 + Z00030 => 2C00008 + C00009 + C00169 + Z00030
R00149_v1,reverse,KEGG (Modified),Mn,2C00008 + C00009 + C00169 + Z00030 => 2C00002 + C00014 + C00011 + C00001 + Z00030
R00150,forward,KEGG,,C00002 + C00014 + C00288 => C00008 + C00169 + C00001
R00150,reverse,KEGG,,C00008 + C00169 + C00001 => C00002 + C00014 + C00288
R00152,forward,KEGG,,2C00001 + C01326 => C00014 + C00058
R00153_v1,reverse,KEGG (Modified),"4Fe4S, Fe, Mg, Mo",2C00014 + Z00015 + C01251 + Z00002 + Z00064 + Z00029 => 2C05359 + 2C00080 + C05361 + Z00015 + C01251 + Z00002 + Z00064 + Z00029
R00155_v1,forward,KEGG (Modified),"Mn, Ca",C00015 + C00001 + Z00055 + C00015 + C00001 + Z00030 => C00105 + C00009 + Z00055 + C00105 + C00009 + Z00030
R00155_v1,reverse,KEGG (Modified),"Mn, Ca",C00105 + C00009 + Z00055 + C00105 + C00009 + Z00030 => C00015 + C00001 + Z00055 + C00015 + C00001 + Z00030
R00155_v2,forward,KEGG (Modified),"Mg, Ca",C00015 + C00001 + Z00029 + C00015 + C00001 + Z00055 => C00105 + C00009 + Z00029 + C00105 + C00009 + Z00055
R00155_v2,reverse,KEGG (Modified),"Mg, Ca",C00105 + C00009 + Z00029 + C00105 + C00009 + Z00055 => C00015 + C00001 + Z00029 + C00015 + C00001 + Z00055
R00155_v3,forward,KEGG (Modified),Mg,C00015 + C00001 + Z00029 => C00105 + C00009 + Z00029
R00155_v3,reverse,KEGG (Modified),Mg,C00105 + C00009 + Z00029 => C00015 + C00001 + Z00029
R00155_v4,forward,KEGG (Modified),M2,C00015 + C00001 + Z00069 => C00105 + C00009 + Z00069
R00155_v4,reverse,KEGG (Modified),M2,C00105 + C00009 + Z00069 => C00015 + C00001 + Z00069
R00156_v1,forward,KEGG (Modified),Mg,C00002 + C00015 + Z00029 => C00008 + C00075 + Z00029
R00156_v1,reverse,KEGG (Modified),Mg,C00008 + C00075 + Z00029 => C00002 + C00015 + Z00029
R00157,forward,KEGG,,C00075 + C00020 => C00015 + C00008
R00157,reverse,KEGG,,C00015 + C00008 => C00075 + C00020
R00158_v1,forward,KEGG (Modified),Mg,C00002 + C00105 + Z00029 => C00008 + C00015 + Z00029
R00158_v1,reverse,KEGG (Modified),Mg,C00008 + C00015 + Z00029 => C00002 + C00105 + Z00029
R00159_v1,forward,KEGG (Modified),Mn,C00075 + C00001 + Z00030 => C00015 + C00009 + Z00030
R00159_v1,reverse,KEGG (Modified),Mn,C00015 + C00009 + Z00030 => C00075 + C00001 + Z00030
R00159_v2,forward,KEGG (Modified),Ca,C00075 + C00001 + Z00055 => C00015 + C00009 + Z00055
R00159_v2,reverse,KEGG (Modified),Ca,C00015 + C00009 + Z00055 => C00075 + C00001 + Z00055
R00159_v3,forward,KEGG (Modified),Mg,C00075 + C00001 + Z00029 => C00015 + C00009 + Z00029
R00159_v3,reverse,KEGG (Modified),Mg,C00015 + C00009 + Z00029 => C00075 + C00001 + Z00029
R00159_v4,forward,KEGG (Modified),M2,C00075 + C00001 + Z00069 => C00015 + C00009 + Z00069
R00159_v4,reverse,KEGG (Modified),M2,C00015 + C00009 + Z00069 => C00075 + C00001 + Z00069
R00160_v1,forward,KEGG (Modified),Mn,C00016 + C00001 + Z00030 => C00020 + C00061 + Z00030
R00160_v1,reverse,KEGG (Modified),Mn,C00020 + C00061 + Z00030 => C00016 + C00001 + Z00030
R00160_v2,forward,KEGG (Modified),Mg,C00016 + C00001 + Z00029 => C00020 + C00061 + Z00029
R00160_v2,reverse,KEGG (Modified),Mg,C00020 + C00061 + Z00029 => C00016 + C00001 + Z00029
R00160_v3,forward,KEGG (Modified),M2,C00016 + C00001 + Z00069 => C00020 + C00061 + Z00069
R00160_v3,reverse,KEGG (Modified),M2,C00020 + C00061 + Z00069 => C00016 + C00001 + Z00069
R00161_v1,forward,KEGG (Modified),Co,C00002 + C00061 + Z00006 => C00013 + C00016 + Z00006
R00161_v1,reverse,KEGG (Modified),Co,C00013 + C00016 + Z00006 => C00002 + C00061 + Z00006
R00161_v2,forward,KEGG (Modified),Mg,C00002 + C00061 + Z00029 => C00013 + C00016 + Z00029
R00161_v2,reverse,KEGG (Modified),Mg,C00013 + C00016 + Z00029 => C00002 + C00061 + Z00029
R00161_v3,forward,KEGG (Modified),M2,C00002 + C00061 + Z00069 => C00013 + C00016 + Z00069
R00161_v3,reverse,KEGG (Modified),M2,C00013 + C00016 + Z00069 => C00002 + C00061 + Z00069
R00162_v1,forward,KEGG (Modified),"Mg, Mn, Zn, Ca",C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00030 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00055 + C00002 + C00017 + Z00055 + C00002 + C00017 + Z00030 + C00002 + C00017 + Z00054 => C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00030 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00055 + C00008 + C00562 + Z00055 + C00008 + C00562 + Z00030 + C00008 + C00562 + Z00054
R00162_v1,reverse,KEGG (Modified),"Mg, Mn, Zn, Ca",C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00030 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00055 + C00008 + C00562 + Z00055 + C00008 + C00562 + Z00030 + C00008 + C00562 + Z00054 => C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00030 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00055 + C00002 + C00017 + Z00055 + C00002 + C00017 + Z00030 + C00002 + C00017 + Z00054
R00162_v2,forward,KEGG (Modified),"Mg, Ca",C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00055 => C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00055
R00162_v2,reverse,KEGG (Modified),"Mg, Ca",C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00055 => C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00055
R00162_v3,forward,KEGG (Modified),M2,C00002 + C00017 + Z00069 => C00008 + C00562 + Z00069
R00162_v3,reverse,KEGG (Modified),M2,C00008 + C00562 + Z00069 => C00002 + C00017 + Z00069
R00162_v4,forward,KEGG (Modified),Mn,C00002 + C00017 + Z00030 => C00008 + C00562 + Z00030
R00162_v4,reverse,KEGG (Modified),Mn,C00008 + C00562 + Z00030 => C00002 + C00017 + Z00030
R00162_v5,forward,KEGG (Modified),Mg,C00002 + C00017 + Z00029 => C00008 + C00562 + Z00029
R00162_v5,reverse,KEGG (Modified),Mg,C00008 + C00562 + Z00029 => C00002 + C00017 + Z00029
R00164_v1,forward,KEGG (Modified),Zn,C00562 + C00001 + Z00054 => C00017 + C00009 + Z00054
R00164_v2,forward,KEGG (Modified),Co,C00562 + C00001 + Z00006 => C00017 + C00009 + Z00006
R00164_v3,forward,KEGG (Modified),M2,C00562 + C00001 + Z00069 => C00017 + C00009 + Z00069
R00164_v4,forward,KEGG (Modified),Mn,C00562 + C00001 + Z00030 => C00017 + C00009 + Z00030
R00164_v5,forward,KEGG (Modified),Mg,C00562 + C00001 + Z00029 => C00017 + C00009 + Z00029
R00173_v1,forward,KEGG (Modified),Mg,C00018 + C00001 + Z00029 => C00250 + C00009 + Z00029
R00173_v1,reverse,KEGG (Modified),Mg,C00250 + C00009 + Z00029 => C00018 + C00001 + Z00029
R00173_v2,forward,KEGG (Modified),Zn,C00018 + C00001 + Z00054 => C00250 + C00009 + Z00054
R00173_v2,reverse,KEGG (Modified),Zn,C00250 + C00009 + Z00054 => C00018 + C00001 + Z00054
R00174_v1,forward,KEGG (Modified),Mn,C00002 + C00250 + Z00030 => C00008 + C00018 + Z00030
R00174_v1,reverse,KEGG (Modified),Mn,C00008 + C00018 + Z00030 => C00002 + C00250 + Z00030
R00174_v2,forward,KEGG (Modified),M2,C00002 + C00250 + Z00069 => C00008 + C00018 + Z00069
R00174_v2,reverse,KEGG (Modified),M2,C00008 + C00018 + Z00069 => C00002 + C00250 + Z00069
R00174_v3,forward,KEGG (Modified),Mg,C00002 + C00250 + Z00029 => C00008 + C00018 + Z00029
R00174_v3,reverse,KEGG (Modified),Mg,C00008 + C00018 + Z00029 => C00002 + C00250 + Z00029
R00174_v4,forward,KEGG (Modified),Zn,C00002 + C00250 + Z00054 => C00008 + C00018 + Z00054
R00174_v4,reverse,KEGG (Modified),Zn,C00008 + C00018 + Z00054 => C00002 + C00250 + Z00054
R00175,forward,KEGG,,C00019 + C00001 => C00170 + C00263
R00175,reverse,KEGG,,C00170 + C00263 => C00019 + C00001
R00177_v1,reverse,KEGG (Modified),Co,C00002 + C00073 + C00001 + Z00006 => C00009 + C00013 + C00019 + Z00006
R00177_v2,reverse,KEGG (Modified),Mg,C00002 + C00073 + C00001 + Z00029 => C00009 + C00013 + C00019 + Z00029
R00178_v1,forward,KEGG (Modified),"PLP, Thiamine diphosphate",C00019 + C00080 + Z00035 + Z00047 => C01137 + C00011 + Z00035 + Z00047
R00178_v1,reverse,KEGG (Modified),"PLP, Thiamine diphosphate",C01137 + C00011 + Z00035 + Z00047 => C00019 + C00080 + Z00035 + Z00047
R00178_v2,forward,KEGG (Modified),Pyruvoyl,C00019 + C00080 + Z00039 => C01137 + C00011 + Z00039
R00178_v2,reverse,KEGG (Modified),Pyruvoyl,C01137 + C00011 + Z00039 => C00019 + C00080 + Z00039
R00179_v1,forward,KEGG (Modified),PLP,C00019 + Z00035 => C01234 + C00170 + Z00035
R00180,forward,KEGG,,C00019 => C00170 + C02926
R00180,reverse,KEGG,,C00170 + C02926 => C00019
R00181_v1,forward,KEGG (Modified),Zn,C00020 + C00001 + Z00054 => C00130 + C00014 + Z00054
R00182,forward,KEGG,,C00020 + C00001 => C00147 + C00117
R00182,reverse,KEGG,,C00147 + C00117 => C00020 + C00001
R00183_v1,forward,KEGG (Modified),Zn,C00020 + C00001 + Z00054 => C00212 + C00009 + Z00054
R00183_v1,reverse,KEGG (Modified),Zn,C00212 + C00009 + Z00054 => C00020 + C00001 + Z00054
R00183_v2,forward,KEGG (Modified),Co,C00020 + C00001 + Z00006 => C00212 + C00009 + Z00006
R00183_v2,reverse,KEGG (Modified),Co,C00212 + C00009 + Z00006 => C00020 + C00001 + Z00006
R00183_v3,forward,KEGG (Modified),M2,C00020 + C00001 + Z00069 => C00212 + C00009 + Z00069
R00183_v3,reverse,KEGG (Modified),M2,C00212 + C00009 + Z00069 => C00020 + C00001 + Z00069
R00183_v4,forward,KEGG (Modified),Mn,C00020 + C00001 + Z00030 => C00212 + C00009 + Z00030
R00183_v4,reverse,KEGG (Modified),Mn,C00212 + C00009 + Z00030 => C00020 + C00001 + Z00030
R00183_v5,forward,KEGG (Modified),Mg,C00020 + C00001 + Z00029 => C00212 + C00009 + Z00029
R00183_v5,reverse,KEGG (Modified),Mg,C00212 + C00009 + Z00029 => C00020 + C00001 + Z00029
R00184_v1,forward,KEGG (Modified),"Ni, Zn",C01260 + C00001 + Z00034 + C01260 + C00001 + Z00054 => C00002 + C00020 + Z00034 + C00002 + C00020 + Z00054
R00184_v2,forward,KEGG (Modified),"Co, Mn",C01260 + C00001 + Z00030 + C01260 + C00001 + Z00006 => C00002 + C00020 + Z00030 + C00002 + C00020 + Z00006
R00184_v3,forward,KEGG (Modified),M2,C01260 + C00001 + Z00069 + C01260 + C00001 + Z00069 => C00002 + C00020 + Z00069 + C00002 + C00020 + Z00069
R00184_v4,forward,KEGG (Modified),Mn,C01260 + C00001 + Z00030 => C00002 + C00020 + Z00030
R00184_v5,forward,KEGG (Modified),Mg,C01260 + C00001 + Z00029 => C00002 + C00020 + Z00029
R00185_v1,forward,KEGG (Modified),Co,C00002 + C00212 + Z00006 => C00008 + C00020 + Z00006
R00185_v1,reverse,KEGG (Modified),Co,C00008 + C00020 + Z00006 => C00002 + C00212 + Z00006
R00185_v2,forward,KEGG (Modified),Mg,C00002 + C00212 + Z00029 => C00008 + C00020 + Z00029
R00185_v2,reverse,KEGG (Modified),Mg,C00008 + C00020 + Z00029 => C00002 + C00212 + Z00029
R00187_v1,forward,KEGG (Modified),Mn,C06197 + C00001 + Z00030 => C00008 + C00020 + Z00030
R00187_v2,forward,KEGG (Modified),Co,C06197 + C00001 + Z00006 => C00008 + C00020 + Z00006
R00187_v3,forward,KEGG (Modified),Zn,C06197 + C00001 + Z00054 => C00008 + C00020 + Z00054
R00188_v1,forward,KEGG (Modified),Mn,C00054 + C00001 + Z00030 + C00054 + C00001 + Z00030 => C00020 + C00009 + Z00030 + C00020 + C00009 + Z00030
R00188_v1,reverse,KEGG (Modified),Mn,C00020 + C00009 + Z00030 + C00020 + C00009 + Z00030 => C00054 + C00001 + Z00030 + C00054 + C00001 + Z00030
R00188_v2,forward,KEGG (Modified),Mg,C00054 + C00001 + Z00029 => C00020 + C00009 + Z00029
R00188_v2,reverse,KEGG (Modified),Mg,C00020 + C00009 + Z00029 => C00054 + C00001 + Z00029
R00189,forward,KEGG,,C00002 + C00857 + C00014 => C00020 + C00013 + C00003
R00189,reverse,KEGG,,C00020 + C00013 + C00003 => C00002 + C00857 + C00014
R00190_v1,forward,KEGG (Modified),Mg,C00020 + C00013 + Z00029 => C00147 + C00119 + Z00029
R00190_v1,reverse,KEGG (Modified),Mg,C00147 + C00119 + Z00029 => C00020 + C00013 + Z00029
R00191_v1,forward,KEGG (Modified),"Fe, Mn",C00575 + C00001 + Z00030 + C00575 + C00001 + Z00015 => C00020 + Z00030 + C00020 + Z00015
R00191_v2,forward,KEGG (Modified),"Mn, M2",C00575 + C00001 + Z00069 + C00575 + C00001 + Z00030 => C00020 + Z00069 + C00020 + Z00030
R00191_v3,forward,KEGG (Modified),Mg,C00575 + C00001 + Z00029 => C00020 + Z00029
R00191_v4,forward,KEGG (Modified),M2,C00575 + C00001 + Z00069 => C00020 + Z00069
R00192,forward,KEGG,,C00021 + C00001 => C00212 + C00155
R00192,reverse,KEGG,,C00212 + C00155 => C00021 + C00001
R00193_v1,forward,KEGG (Modified),Zn,C00021 + C00001 + Z00054 => C03431 + C00014 + Z00054
R00193_v1,reverse,KEGG (Modified),Zn,C03431 + C00014 + Z00054 => C00021 + C00001 + Z00054
R00194,forward,KEGG,,C00021 + C00001 => C03539 + C00147
R00194,reverse,KEGG,,C03539 + C00147 => C00021 + C00001
R00195_v1,forward,KEGG (Modified),PLP,C06393 + C00001 + Z00035 => 2C00014 + C00022 + Z00035
R00195_v1,reverse,KEGG (Modified),PLP,2C00014 + C00022 + Z00035 => C06393 + C00001 + Z00035
R00196_v1,forward,KEGG (Modified),"FMN, Heme",2C00125 + C00186 + Z00025 + Z00014 => 2C00126 + 2C00080 + C00022 + Z00025 + Z00014
R00196_v1,reverse,KEGG (Modified),"FMN, Heme",2C00126 + 2C00080 + C00022 + Z00025 + Z00014 => 2C00125 + C00186 + Z00025 + Z00014
R00197_v1,forward,KEGG (Modified),"FAD, Flavoprotein",2C00125 + C00256 + Z00019 + Z00013 => 2C00126 + 2C00080 + C00022 + Z00019 + Z00013
R00197_v1,reverse,KEGG (Modified),"FAD, Flavoprotein",2C00126 + 2C00080 + C00022 + Z00019 + Z00013 => 2C00125 + C00256 + Z00019 + Z00013
R00198,forward,KEGG,,2C01070 + C00256 => 2C01071 + 2C00080 + C00022
R00198,reverse,KEGG,,2C01071 + 2C00080 + C00022 => 2C01070 + C00256
R00199_v1,forward,KEGG (Modified),Mn,C00002 + C00022 + C00001 + Z00030 => C00020 + C00074 + C00009 + Z00030
R00199_v1,reverse,KEGG (Modified),Mn,C00020 + C00074 + C00009 + Z00030 => C00002 + C00022 + C00001 + Z00030
R00199_v2,forward,KEGG (Modified),Mg,C00002 + C00022 + C00001 + Z00029 => C00020 + C00074 + C00009 + Z00029
R00199_v2,reverse,KEGG (Modified),Mg,C00020 + C00074 + C00009 + Z00029 => C00002 + C00022 + C00001 + Z00029
R00200_gATP_v1,forward,KEGG (Modified),M2,C00022 + C00013 + Z00069 => C00074 + C00009 + Z00069
R00200_gATP_v1,reverse,KEGG (Modified),M2,C00074 + C00009 + Z00069 => C00022 + C00013 + Z00069
R00200_gATP_v2,forward,KEGG (Modified),"K, Mg",C00022 + C00013 + Z00026 + Z00029 => C00074 + C00009 + Z00026 + Z00029
R00200_gATP_v2,reverse,KEGG (Modified),"K, Mg",C00074 + C00009 + Z00026 + Z00029 => C00022 + C00013 + Z00026 + Z00029
R00200_v1,forward,KEGG (Modified),M2,C00002 + C00022 + Z00069 => C00008 + C00074 + Z00069
R00200_v1,reverse,KEGG (Modified),M2,C00008 + C00074 + Z00069 => C00002 + C00022 + Z00069
R00200_v2,forward,KEGG (Modified),"K, Mg",C00002 + C00022 + Z00026 + Z00029 => C00008 + C00074 + Z00026 + Z00029
R00200_v2,reverse,KEGG (Modified),"K, Mg",C00008 + C00074 + Z00026 + Z00029 => C00002 + C00022 + Z00026 + Z00029
R00203,forward,KEGG,,C00546 + C00003 + C00001 => C00022 + C00004 + C00080
R00203,reverse,KEGG,,C00022 + C00004 + C00080 => C00546 + C00003 + C00001
R00205,forward,KEGG,,C00546 + C00006 + C00001 => C00022 + C00005 + C00080
R00205,reverse,KEGG,,C00022 + C00005 + C00080 => C00546 + C00006 + C00001
R00206_v1,forward,KEGG (Modified),Mg,C00002 + C00022 + C00009 + Z00029 => C00020 + C00074 + C00013 + Z00029
R00206_v1,reverse,KEGG (Modified),Mg,C00020 + C00074 + C00013 + Z00029 => C00002 + C00022 + C00009 + Z00029
R00207_v1,forward,KEGG (Modified),"FAD, Flavoprotein, Mg, Thiamine diphosphate",C00022 + C00009 + C00007 + Z00029 + Z00047 + Z00019 + Z00013 => C00227 + C00027 + C00011 + Z00029 + Z00047 + Z00019 + Z00013
R00208,forward,KEGG,,C00074 + C00001 => C00022 + C00009
R00209,forward,KEGG,,C00022 + C00010 + C00003 => C00024 + C00011 + C00004 + C00080
R00209,reverse,KEGG,,C00024 + C00011 + C00004 + C00080 => C00022 + C00010 + C00003
R00210_v1,forward,KEGG (Modified),Thiamine diphosphate,C00022 + C00010 + C00006 + Z00047 => C00024 + C00011 + C00005 + C00080 + Z00047
R00210_v1,reverse,KEGG (Modified),Thiamine diphosphate,C00024 + C00011 + C00005 + C00080 + Z00047 => C00022 + C00010 + C00006 + Z00047
R00211_v1,forward,KEGG (Modified),"FAD, Flavoprotein",C00022 + C00010 + C00007 + Z00019 + Z00013 => C00027 + C00024 + C00011 + Z00019 + Z00013
R00212,forward,KEGG,,C00024 + C00058 => C00010 + C00022
R00212,reverse,KEGG,,C00010 + C00022 => C00024 + C00058
R00213_v1,forward,KEGG (Modified),PLP,C03015 + C00001 + Z00035 => 2C00014 + C00022 + C00011 + Z00035
R00214_v1,forward,KEGG (Modified),Mn,C00149 + C00003 + Z00030 + C00149 + C00003 + Z00030 => C00022 + C00011 + C00004 + C00080 + Z00030 + C00022 + C00011 + C00004 + C00080 + Z00030
R00214_v1,reverse,KEGG (Modified),Mn,C00022 + C00011 + C00004 + C00080 + Z00030 + C00022 + C00011 + C00004 + C00080 + Z00030 => C00149 + C00003 + Z00030 + C00149 + C00003 + Z00030
R00215_v1,forward,KEGG (Modified),Mn,C00497 + C00003 + Z00030 => C00022 + C00011 + C00004 + C00080 + Z00030
R00215_v1,reverse,KEGG (Modified),Mn,C00022 + C00011 + C00004 + C00080 + Z00030 => C00497 + C00003 + Z00030
R00216_v1,forward,KEGG (Modified),Mn,C00149 + C00006 + Z00030 => C00022 + C00011 + C00005 + C00080 + Z00030
R00216_v1,reverse,KEGG (Modified),Mn,C00022 + C00011 + C00005 + C00080 + Z00030 => C00149 + C00006 + Z00030
R00217_v1,forward,KEGG (Modified),Mn,C00036 + Z00030 + C00036 + Z00030 + C00036 + Z00030 => C00022 + C00011 + Z00030 + C00022 + C00011 + Z00030 + C00022 + C00011 + Z00030
R00217_v1,reverse,KEGG (Modified),Mn,C00022 + C00011 + Z00030 + C00022 + C00011 + Z00030 + C00022 + C00011 + Z00030 => C00036 + Z00030 + C00036 + Z00030 + C00036 + Z00030
R00217_v2,forward,KEGG (Modified),Mg,C00036 + Z00029 => C00022 + C00011 + Z00029
R00217_v2,reverse,KEGG (Modified),Mg,C00022 + C00011 + Z00029 => C00036 + Z00029
R00217_v3,forward,KEGG (Modified),M2,C00036 + Z00069 => C00022 + C00011 + Z00069
R00217_v3,reverse,KEGG (Modified),M2,C00022 + C00011 + Z00069 => C00036 + Z00069
R00218,reverse,KEGG,,C00022 + C00011 => C03248 + C00001
R00219,forward,KEGG,,C00022 + C00011 => C03981
R00219,reverse,KEGG,,C03981 => C00022 + C00011
R00220_v1,forward,KEGG (Modified),"4Fe4S, PLP, Generic FeS",C00065 + Z00063 + C00065 + Z00035 + Z00002 => C00022 + C00014 + Z00063 + C00022 + C00014 + Z00035 + Z00002
R00220_v2,forward,KEGG (Modified),"PLP, Generic FeS",C00065 + Z00035 + C00065 + Z00035 + Z00063 => C00022 + C00014 + Z00035 + C00022 + C00014 + Z00035 + Z00063
R00221_v1,forward,KEGG (Modified),PLP,C00740 + Z00035 => C00022 + C00014 + Z00035
R00223_v1,forward,KEGG (Modified),PLP,C00716 + Z00035 => C00022 + C00014 + Z00035
R00224,forward,KEGG,,C00022 => C00084 + C00011
R00224,reverse,KEGG,,C00084 + C00011 => C00022
R00226_v1,forward,KEGG (Modified),"FAD, Mg, Thiamine diphosphate",C06010 + C00011 + Z00029 + Z00047 + Z00013 => 2C00022 + Z00029 + Z00047 + Z00013
R00226_v1,reverse,KEGG (Modified),"FAD, Mg, Thiamine diphosphate",2C00022 + Z00029 + Z00047 + Z00013 => C06010 + C00011 + Z00029 + Z00047 + Z00013
R00227_v1,forward,KEGG (Modified),NAD/NADP,C00024 + C00001 + Z00032 => C00010 + C00033 + Z00032
R00228,forward,KEGG,,C00084 + C00010 + C00003 => C00024 + C00004 + C00080
R00228,reverse,KEGG,,C00024 + C00004 + C00080 => C00084 + C00010 + C00003
R00229_v1,forward,KEGG (Modified),NAD/NADP,C00002 + C00033 + C00010 + Z00032 => C00008 + C00024 + C00009 + Z00032
R00229_v1,reverse,KEGG (Modified),NAD/NADP,C00008 + C00024 + C00009 + Z00032 => C00002 + C00033 + C00010 + Z00032
